timestamp,ground_truth,q10,q50,q90
2012-06-12 21:30:00,59.0,54.96739959716797,62.54338836669922,68.8385009765625
2012-06-12 21:35:00,58.25,52.68590545654297,62.21257781982422,70.01560974121094
2012-06-12 21:40:00,60.44444444444444,49.86621856689453,60.85675048828125,69.89665222167969
2012-06-12 21:45:00,61.5,47.433326721191406,59.623008728027344,69.72222137451172
2012-06-12 21:50:00,55.125,44.67561340332031,58.00037384033203,69.21378326416016
2012-06-12 21:55:00,65.125,42.26951599121094,56.27154541015625,68.43157196044922
2012-06-12 22:00:00,62.77777777777778,40.622955322265625,55.48003387451172,67.9026107788086
2012-06-12 22:05:00,61.125,39.327392578125,54.834083557128906,67.81634521484375
2012-06-12 22:10:00,50.75,38.60041046142578,54.41241455078125,67.8129653930664
2012-06-12 22:15:00,59.44444444444444,38.102142333984375,54.183380126953125,67.95994567871094
2012-06-12 22:20:00,59.0,37.422889709472656,54.094093322753906,68.02618408203125
2012-06-12 22:25:00,44.5,37.07762145996094,54.049949645996094,67.73181915283203
2012-06-12 22:30:00,36.0,37.136924743652344,54.35133361816406,68.19560241699219
2012-06-12 22:35:00,31.22222222222222,37.108551025390625,54.862152099609375,68.56664276123047
2012-06-12 22:40:00,29.875,37.593116760253906,55.72544860839844,69.3686294555664
2012-06-12 22:45:00,31.0,38.072021484375,56.32874298095703,69.44801330566406
2012-06-12 22:50:00,37.375,38.68367004394531,56.99187469482422,69.86246490478516
2012-06-12 22:55:00,36.0,38.528663635253906,56.8209228515625,69.21305084228516
2012-06-12 23:00:00,48.0,38.76072692871094,57.28282928466797,69.90029907226562
2012-06-12 23:05:00,56.125,39.11790466308594,57.815284729003906,70.06070709228516
2012-06-12 23:10:00,62.875,39.10283660888672,58.033355712890625,70.24662780761719
2012-06-12 23:15:00,65.125,39.58509063720703,58.2784423828125,69.88745880126953
2012-06-12 23:20:00,64.33333333333333,39.191688537597656,57.935386657714844,69.76165771484375
2012-06-12 23:25:00,66.33333333333333,39.30610656738281,57.927467346191406,70.08610534667969
