timestamp,ground_truth,q10,q50,q90
2012-06-04 21:30:00,65.125,59.13567352294922,64.80135345458984,68.30671691894531
2012-06-04 21:35:00,56.625,58.55527114868164,64.73750305175781,68.90135192871094
2012-06-04 21:40:00,64.0,57.42659378051758,64.30818176269531,68.45928955078125
2012-06-04 21:45:00,64.125,56.687538146972656,64.16091918945312,68.27800750732422
2012-06-04 21:50:00,58.0,56.039642333984375,63.873008728027344,68.21954345703125
2012-06-04 21:55:00,65.5,55.641841888427734,63.915706634521484,68.14141845703125
2012-06-04 22:00:00,64.875,55.3201789855957,64.33914184570312,68.72248077392578
2012-06-04 22:05:00,66.0,54.368858337402344,64.08984375,68.49514770507812
2012-06-04 22:10:00,64.375,54.04924392700195,63.98859405517578,68.57194519042969
2012-06-04 22:15:00,65.66666666666667,53.3083610534668,63.841705322265625,68.47225189208984
2012-06-04 22:20:00,65.75,52.699337005615234,63.51896286010742,68.33787536621094
2012-06-04 22:25:00,64.55555555555556,52.28495788574219,63.40565490722656,67.89556884765625
2012-06-04 22:30:00,58.75,51.89069366455078,63.367652893066406,68.09577941894531
2012-06-04 22:35:00,66.0,51.56867599487305,63.63597869873047,68.28288269042969
2012-06-04 22:40:00,65.55555555555556,51.18050765991211,63.71196746826172,68.59709167480469
2012-06-04 22:45:00,65.5,50.96406936645508,63.83367156982422,68.80408477783203
2012-06-04 22:50:00,65.55555555555556,50.50300598144531,63.71595001220703,68.84368896484375
2012-06-04 22:55:00,66.75,50.1175651550293,63.44918441772461,68.46379852294922
2012-06-04 23:00:00,66.0,49.18254852294922,63.37199020385742,68.76687622070312
2012-06-04 23:05:00,66.75,48.964019775390625,63.30995559692383,68.67732238769531
2012-06-04 23:10:00,67.0,48.534278869628906,63.45534133911133,68.7259292602539
2012-06-04 23:15:00,67.22222222222223,47.82035827636719,63.2617073059082,68.32884979248047
2012-06-04 23:20:00,64.625,47.35803985595703,63.310089111328125,68.4193115234375
2012-06-04 23:25:00,63.625,47.01478958129883,63.14706039428711,68.59915161132812
