timestamp,ground_truth,q10,q50,q90
2012-06-12 21:30:00,59.0,55.17420196533203,61.14750289916992,66.04554748535156
2012-06-12 21:35:00,58.25,51.27283477783203,60.64316177368164,66.54042053222656
2012-06-12 21:40:00,60.44444444444444,48.451629638671875,60.33118438720703,66.56240844726562
2012-06-12 21:45:00,61.5,45.96869659423828,60.01749801635742,66.85636901855469
2012-06-12 21:50:00,55.125,43.909095764160156,59.49726486206055,66.75286865234375
2012-06-12 21:55:00,65.125,42.600154876708984,59.06766891479492,66.37442016601562
2012-06-12 22:00:00,62.77777777777778,41.67082977294922,58.95112228393555,66.48867797851562
2012-06-12 22:05:00,61.125,41.19395446777344,59.25363540649414,67.11096954345703
2012-06-12 22:10:00,50.75,40.3511962890625,58.82923889160156,66.8266372680664
2012-06-12 22:15:00,59.44444444444444,39.79341506958008,58.78075408935547,66.94409942626953
2012-06-12 22:20:00,59.0,39.238407135009766,58.81293869018555,67.53932189941406
2012-06-12 22:25:00,44.5,38.902923583984375,58.406341552734375,67.23045349121094
2012-06-12 22:30:00,36.0,38.51450729370117,58.15412139892578,66.95264434814453
2012-06-12 22:35:00,31.22222222222222,38.22344207763672,58.08125305175781,67.25047302246094
2012-06-12 22:40:00,29.875,38.2152214050293,58.0477180480957,67.71263122558594
2012-06-12 22:45:00,31.0,37.786094665527344,57.770477294921875,67.6546859741211
2012-06-12 22:50:00,37.375,37.26474380493164,57.317649841308594,67.17999267578125
2012-06-12 22:55:00,36.0,37.1075553894043,57.198387145996094,67.62677001953125
2012-06-12 23:00:00,48.0,36.946388244628906,57.09717559814453,67.64230346679688
2012-06-12 23:05:00,56.125,36.534446716308594,57.06169891357422,67.81422424316406
2012-06-12 23:10:00,62.875,35.953453063964844,57.031349182128906,68.03721618652344
2012-06-12 23:15:00,65.125,35.61376190185547,57.1623649597168,68.48692321777344
2012-06-12 23:20:00,64.33333333333333,34.84049606323242,56.80396270751953,68.059326171875
2012-06-12 23:25:00,66.33333333333333,34.208587646484375,56.65514373779297,67.95122528076172
